"";"CFHN19";"CFISFLN19";"CFGN19";"FBKN19";"X19"
"1";33775,3264211019;1,48501467791932;39,8452507188209;6818,35374388756;10122,0383308195
"2";577,186009553793;0,270275496236471;24,062812415263;3502,9929580946;58471,469389017
"3";69500,1090646379;0;805,142206373575;449,743298934535;15256,6129025643
"4";16387,5944138036;50,9253989561903;77,1417681976476;354,828130359429;2976,42412769773
"5";6766,06490787926;0;129,404990994042;-42,4227713959226;1797,75582403534
"6";25305,9738638214;0;1742,01190617188;1529,72342132245;29937,4352093474
"7";8001,93951341691;203,482089794777;253,704498763201;7433,05360575551;15538,678747144
"8";4694,05290091544;1,90238559319102;92,8441462351899;3264,44586763908;857,624410359811
"9";17442,7473442413;0;3582,85799152403;19,3314548057054;32,8143006631132
"10";9104,03840200732;0;2774,60236790733;35,8671704549682;879,138359573714
"11";417,217956432059;1,75501734663192;6,45486285391145;71272,0735993727;70,7750250703399
"12";0;0;0;57393,5770205285;0
"13";1114,0101788886;317,253135737308;0;2145,06471194594;29,284159890047
"14";85208,8975435629;60,4818525154381;54,6531341678529;15378,59721554;-368,394044183445
"15";6444,7562957115;0;112,651682092309;0,191164554880985;6332,1205486403
"16";22592,2610764581;2,18384511458723;266,520850120717;189,462667658874;33,9669644997522
"17";3764,35128450986;7,08547996212189;89,7116760341617;44,3253917488297;2527,56379041913
"18";59325,2965357924;191,079999100705;3582,21391262949;442,514988604039;4302,63914666425
"19";21970,7362020759;18,9872715935796;200,900968911241;804,63908083323;1793,54660292457
"20";35802,2258116977;0,234410526002855;585,146526936298;29,9404817917889;410,198020009172
"21";77690,9977912604;0,150883844280572;0,485173131412915;1034,22900713252;46,1553900425654
"22";4245,18398808243;22,6069346614799;216,771766069958;4286,48609252011;5043,66146649662
"23";2519,80844333516;2,01726625037868;106916,826348449;141,917986977194;385,204497029303
"24";30890,6905505392;427,916527008466;34918,7350462255;87,4979168374765;183,228787141139
"25";48458,5611992161;1605,96636637652;10813,23692876;9,76038022907761;196,918874021024
"26";21174,0165220822;1272,36458059648;1108,88022813693;2177,80541386697;69,1391701133085
"27";6551,9999999994;0;0;0;3
"28";-10949,9999999999;0;0;0;10950
