"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27"
"1";1,15179846468504;0,00466584887220781;0,566124056071959;0,00729467194688415;0,010358766278881;0,0280555188166412;0,00307978951756535;0,00142609061464689;0,00289241180728433;0,000984858786314125;0,00853121150410273;0,0081612799393479;0,00587751207978748;0,00699091425922369;0,00258368300951158;0,00449246587076251;0,00598366543170361;0,12701530010234;0,00243548322149734;0,00286681507935035;0,0010553809889953;0,0028823916353603;0,00700833103212595;0,00335715796848427;0,00513611329285628;0,00309297310702772;0
"2";0,0282463020930958;1,16812500352774;0,0405027899555724;0,00880011885434337;0,0107432534882302;0,352486519129329;0,0926122737390662;0,00607732376972335;0,0693990250585087;0,0057224617628898;0,0571909331535111;0,0771340961744214;0,0295408097483177;0,0328993054454993;0,0132287508527208;0,0353951098061865;0,00150213742858258;0,0113146493494224;0,00672590267367179;0,00510703223692592;0,00275681509237586;0,0066463591124791;0,0148659507340558;0,00462096975661537;0,021662363426419;0,00612004379398348;0
"3";0,111103085647131;0,00580895267158361;1,21688691903416;0,0023275817692082;0,0046716674411946;0,0319004319204565;0,0034893901487253;0,00095960968650828;0,00404779722344697;0,00113430712242346;0,00607663666456611;0,00534542583145977;0,00342714434453823;0,00880388073878772;0,00309020894376443;0,0053963375192049;0,00747448013218942;0,138884478792218;0,00326991420022262;0,0036469495773793;0,00113047457516562;0,00394988282588786;0,00844551314306289;0,00422387837731065;0,00449564319638404;0,00315294041731405;0
"4";0,0214634413462326;0,0144317474165153;0,023957616347349;1,30133544431278;0,0300806467259224;0,036794262141873;0,0168631600257096;0,0170365830905084;0,00784643301347135;0,00676711431925593;0,031785728002743;0,0207132502455659;0,0210506075875759;0,0401462848348758;0,00893895590144278;0,0100200220732685;0,00271744550243596;0,0168563562034249;0,0100250390943461;0,00887947087866336;0,00294030828538527;0,014265771317404;0,0168455316038135;0,0106584633765903;0,0192402367738283;0,0133767348227578;0
"5";0,0896101587811338;0,0232693879132004;0,146226698585741;0,0304477746067972;1,37262734275971;0,14440387562963;0,0372328804443547;0,0560985896512767;0,0187614500166789;0,0071652133552849;0,10180462282965;0,0571258396881439;0,038345660562139;0,0823868657929606;0,0153753262314909;0,0242823284089456;0,00504121330040121;0,0403139268902853;0,0502660489487448;0,0161665919713447;0,00936474271170435;0,0305807564223156;0,151009035881862;0,0161220696918854;0,0535026152331119;0,0179805586866445;0
"6";0,105474487140315;0,132287558519498;0,146490654174997;0,0332290369580032;0,0342838864745463;1,68613231185915;0,0544345847364019;0,0128015391793346;0,0424904734230192;0,0168647280322045;0,160880988013547;0,134341275809387;0,0842023873761691;0,0831127264062565;0,0561711142835634;0,149494730110519;0,00392975166974946;0,0384630622858035;0,0120473549794037;0,0107000212302777;0,00718577726114313;0,0193380669546817;0,0410739563089394;0,0102132323334977;0,0899428016464749;0,0162253801785335;0
"7";0,044889462555889;0,0381190148635204;0,0725708703561002;0,0142352646489407;0,0200618949146491;0,085901870528965;1,45091327907886;0,047031946817573;0,0525759926880848;0,0139242570729599;0,253706175757583;0,216668485343417;0,157909617277637;0,19752966544204;0,0152937659387225;0,0500049037906148;0,00379531988661821;0,0265857948575664;0,0504009177749053;0,0234687400696066;0,0115595562360019;0,0191753044433348;0,0442130191590432;0,0190982906190272;0,0313199550695045;0,0328072802797084;0
"8";0,0116237597011698;0,0173693961601447;0,0212670671915364;0,0176851675857364;0,0278689171639427;0,0570741422490993;0,0306688905662427;1,01770700673174;0,00807569796511763;0,00390751513154235;0,0678765971262133;0,0218795638282951;0,0118268373638166;0,0365016690862905;0,00490008166123228;0,0136065152751597;0,000747986834515094;0,00686517752132437;0,00547563590083331;0,011064872172212;0,00162591382816425;0,00696723520296999;0,0191949204692;0,00771522864380581;0,220280477368751;0,0191628540332858;0
"9";0,0392209491168913;0,0754479643478017;0,0845259069727721;0,022959735924944;0,0534586681446681;0,184030293663466;0,0604652554954841;0,0117590069171309;1,55337188034138;0,0337143793057826;0,0348356152322946;0,0316792502867132;0,0190891016411508;0,0960645353529742;0,0162989345323818;0,041594118111952;0,00898931975299069;0,0192554941484079;0,0170908649300847;0,0238361073008978;0,00565980795839662;0,0164135162346096;0,0569369132177331;0,0198657752871825;0,0264192848786994;0,0176137470063076;0
"10";0,0256899015667199;0,0268171394536895;0,0365447534130155;0,0101856766648382;0,0143173627415409;0,0337917723657601;0,104232587825205;0,00537375221444463;0,0141957856685683;1,02408147983725;0,0271858482825881;0,0251695126438867;0,0156889465742036;0,0513415687368276;0,00840525089841886;0,0107366137360802;0,00256160226619847;0,0203082686729612;0,0158600715770169;0,0291069189425171;0,00545349719169844;0,0188631347919049;0,0770728426356075;0,0240092105199304;0,0365958666218288;0,014233420244558;0
"11";0,00034978786554133;0,000787016696260299;0,00077661714614777;0,0003877938158122;0,000441994683029588;0,00116141939309752;0,000536647588008301;0,000222738167944976;0,000594020899048999;0,00033736172483408;1,00187237111545;0,00105742078760897;0,000604444220982385;0,0018835066644054;0,000369985319405952;0,000394344122139317;0,000159628176765763;0,000439252202325099;0,00109803581906132;0,00106196461890191;0,000559690457724383;0,00138653250972312;0,00248780014425552;0,000999069097604154;0,0026952073235705;0,000598896364965027;0
"12";0,000248618294730704;0,00076578821751495;0,000422269683074429;0,000122075575521859;9,87913431559901e-05;0,000815745936210994;0,000181660169836977;3,56834341270005e-05;0,00080465891229969;5,66621926556185e-05;0,000197112586447758;1,00025805567643;0,000117271697340792;0,000599774343555693;7,91093443903938e-05;0,00394415258885473;1,90251657827401e-05;0,000175093730133408;6,8539394067232e-05;8,54310089442782e-05;3,00632925071854e-05;7,3269451696752e-05;0,000147820891378242;5,81297632702201e-05;9,9687458880162e-05;4,3880966961434e-05;0
"13";0,00865084619755375;0,0191858973054117;0,0154496667252556;0,00353210195479216;0,00443015785934585;0,0327478166277596;0,00991147697537328;0,00702328283497793;0,0560900866986484;0,0296973789788895;0,339379917608276;0,206284675913517;1,12160412238831;0,044779735235452;0,00790707669121786;0,015041996827597;0,00491416482768816;0,0167959380858298;0,00613211302896357;0,0157263379216892;0,0623861667962002;0,01845808836307;0,105266512701169;0,0492708473985659;0,0147300309180026;0,0239208056979245;0
"14";0,046874156503823;0,0336515093675428;0,0889336230545668;0,0176064391774782;0,0209902615976682;0,096619891331057;0,0507057932984322;0,00839336916448569;0,0144071687692411;0,00562687287021839;0,0489482589772379;0,0446677774600348;0,0283828362106731;1,04422307743308;0,01377991482342;0,0522814406345256;0,00308802034725245;0,0466613419426876;0,0151512041565801;0,00761326777800461;0,00346152535268684;0,0107681453261818;0,0216614218373123;0,00724189830370923;0,0281550353703367;0,00848814030943001;0
"15";0,0391091950660632;0,126184014374221;0,0551496222687807;0,0121322732682788;0,01163562338945;0,117734933454022;0,0404371069416522;0,00472366336884068;0,0305351128900935;0,0066887820981396;0,0308942513519503;0,0316307125998705;0,017221049114909;0,263912217050939;1,2235991511945;0,191282883212029;0,0082910733297697;0,0325553432361803;0,0297555396984207;0,0206469881903478;0,0082725277638821;0,0733746673648362;0,0514402124517391;0,0186620664172034;0,0239369259338331;0,0120599242964388;0
"16";0,0644799126857703;0,202709934996303;0,10790817813375;0,0313322991951506;0,0222228062291827;0,20658574100494;0,0442465255740692;0,0086779717764975;0,080717598980574;0,0123442760430516;0,0492180664893623;0,0573722152671261;0,0250906625832823;0,155310861483215;0,0201506687830294;1,07554095378044;0,00437751770165638;0,0461104359753967;0,0171955396231599;0,0211682434304885;0,00742546885282372;0,0184925110536152;0,0348526469314651;0,0138947058408811;0,0248427900156571;0,010316850469103;0
"17";0,0125610057642947;0,0305898460659964;0,029764178392627;0,0103497626341968;0,00851806965382474;0,0493990594626441;0,0191739778921358;0,0033796367303392;0,0147160924188371;0,00455241535783068;0,0187541262744065;0,0171539747301329;0,0100211004807327;0,085502515469299;0,0234525308361974;0,0210561188591576;1,00251251594376;0,0181533323530403;0,0379810724590851;0,0292747499152355;0,00870780470518763;0,0610678445056264;0,0306856682320357;0,023232029852613;0,0223047677355677;0,0390379202334307;0
"18";0,00498896523362411;0,00510311602295027;0,0096736683294319;0,00141983789294905;0,00120659210071067;0,0071810551802415;0,00293466649926099;0,0004514101713988;0,00234657893233014;0,00105409131150273;0,00247639439941611;0,00236499611071575;0,00178065204976028;0,0113018813440932;0,00630323233032511;0,00356644139626795;0,00226478397772128;1,00830393421333;0,00447444022662018;0,0110534371595087;0,00138656380483093;0,00528890447215052;0,0157863200441038;0,00420184486281937;0,00412424310091225;0,0125937449797147;0
"19";0,020101724133018;0,0345444341166432;0,0413958198557344;0,0133252815651457;0,0143543624516648;0,0531628564009639;0,0261371638053786;0,00440219653891877;0,0318081186902564;0,0107032987086106;0,0255898368201483;0,0250232222652812;0,0152750800212643;0,149543225517251;0,0218500104921021;0,021906373887124;0,0083211059278754;0,026328033289094;1,16502560709752;0,0500203686821884;0,0182692396758686;0,091631021125668;0,125664137579196;0,047289684179328;0,0433922308422948;0,0278341696682815;0
"20";0,0328923459241979;0,0405606405567226;0,0605185489859383;0,0161466392744428;0,0151228327671828;0,0738784877510912;0,0296348851159406;0,00472016822632605;0,036418971406768;0,00790680678988086;0,0544009379091541;0,0484820604901678;0,0688266790060549;0,100148849424614;0,0288287964464816;0,0504912235850027;0,00416469023542422;0,0211457486472023;0,0225400155926508;1,31991263657122;0,0414357240807733;0,0352685641195891;0,0978031186888234;0,01936372523557;0,0327965957137989;0,0177092312650723;0
"21";0,00740194358667419;0,0136179003315869;0,0144847706401623;0,00954422556017566;0,00407253125912676;0,024389110914462;0,0117521604948593;0,00187114600492616;0,00724648044366989;0,00639456862966613;0,00972413225815574;0,00867227577183665;0,0084507184264461;0,0838683836650262;0,0160831020680862;0,0102419275536279;0,00217248203081574;0,0328001856840421;0,0202195267442865;0,0334340718002072;1,00716111557847;0,0349861112229812;0,0214003270591854;0,0192746450391836;0,0111217208927083;0,0178840234411705;0
"22";0,0320135334394088;0,073796825295409;0,0725242969642239;0,026375321491633;0,0233823179390533;0,0955362127568383;0,0375276445295145;0,00577941462745356;0,0454614789681667;0,025639921282981;0,0444083709214087;0,0427113379062155;0,0241446023681667;0,157447827409748;0,0355483302940889;0,0341524493047496;0,0165325701654349;0,0348451844281491;0,121429390002853;0,102233922885742;0,0431217557965508;1,14523306026493;0,240617763094721;0,090735937970279;0,0683742930266845;0,0392449596055929;0
"23";0,00163225612077642;0,00351668091918145;0,0030641691778396;0,000930904756913411;0,00094361517275841;0,00542767363333787;0,00171439333704086;0,000266888128964428;0,00176507789186391;0,000758787295796435;0,00180458719876142;0,00174659300097766;0,00102574957835857;0,00750254195634528;0,00334893315002138;0,00330233538730257;0,000505282251395206;0,00159160590252802;0,00391472125287822;0,00283075534567917;0,00112128164565745;0,00450842167822285;1,00654077293696;0,00247243254560323;0,0024458612135018;0,00124984203477375;0
"24";0,00152235274747074;0,00392181510804308;0,00307872052432518;0,00121384319432613;0,0009273751243261;0,00456895275330131;0,00162339579586823;0,000259759013596561;0,00325812244610607;0,00172322058538541;0,00157895436520386;0,00164990826566551;0,00100770995262789;0,00651839009696501;0,00285635640180732;0,00219037222309955;0,000533606185567982;0,00148963266642369;0,00404926262476458;0,0064990592350557;0,00236568972546094;0,00448605009926078;0,0208828830885629;1,0117812077017;0,0030493480592347;0,00155754110401729;0
"25";9,53425045145636e-05;0,000124608991714605;0,000188435624010931;6,69722341503844e-05;5,006689138464e-05;0,000243564352577939;0,000117270995198409;1,88863984139364e-05;6,56759983596982e-05;4,22540291745143e-05;0,000107377317124869;9,98895136958454e-05;7,21966454804488e-05;0,000424823693920032;9,18524594929894e-05;0,000113267114659476;1,96771410336292e-05;0,000184278387650147;0,000151242724533826;0,000179263215650767;5,12544418774043e-05;0,000209954529285714;0,000721884200915634;0,00084542024330518;1,4055666546352;9,09579397482285e-05;0
"26";0,00787500487378201;0,020045390547109;0,0151757741694632;0,00213907469985843;0,00379648364131369;0,0244704204160723;0,0128875207088269;0,00167360047247135;0,0103280755627431;0,00393634464814141;0,0107375057932728;0,00888133005730761;0,00704599160575364;0,0160245716649862;0,0127773838577716;0,0116640760468358;0,00166944753901821;0,023606438824225;0,0194128450453202;0,0615347659403864;0,00502892737308427;0,00979301742321126;0,054276026101622;0,00880449985428615;0,0115999845756421;1,10412685408413;0
"27";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
